cell_id,A_E2SFCA,A_per_10k,pop,A_norm01,A_pct
0,0.0,0.0,0,0.0,3.1476163124641015
1,0.0,0.0,0,0.0,3.1476163124641015
2,0.0,0.0,0,0.0,3.1476163124641015
3,0.0,0.0,0,0.0,3.1476163124641015
4,0.0,0.0,0,0.0,3.1476163124641015
5,0.0,0.0,0,0.0,3.1476163124641015
6,0.0,0.0,0,0.0,3.1476163124641015
7,0.0,0.0,98,0.0,3.1476163124641015
8,0.0,0.0,0,0.0,3.1476163124641015
9,0.0,0.0,0,0.0,3.1476163124641015
10,0.0,0.0,0,0.0,3.1476163124641015
11,0.0,0.0,0,0.0,3.1476163124641015
12,0.0,0.0,0,0.0,3.1476163124641015
13,0.0,0.0,0,0.0,3.1476163124641015
14,0.0,0.0,0,0.0,3.1476163124641015
15,0.0,0.0,0,0.0,3.1476163124641015
16,6.715320174e-08,0.0006715320174,22,0.00017504176048346921,6.329695577254451
17,0.0,0.0,5,0.0,3.1476163124641015
18,0.0,0.0,0,0.0,3.1476163124641015
19,0.0,0.0,0,0.0,3.1476163124641015
20,0.0,0.0,0,0.0,3.1476163124641015
21,0.0,0.0,0,0.0,3.1476163124641015
22,0.0,0.0,0,0.0,3.1476163124641015
23,0.0,0.0,0,0.0,3.1476163124641015
24,0.0,0.0,0,0.0,3.1476163124641015
25,0.0,0.0,0,0.0,3.1476163124641015
26,0.0,0.0,1360,0.0,3.1476163124641015
27,1.676124727e-05,0.1676124727,10,0.043689923250404675,24.7558874210224
28,1.628196058e-05,0.1628196058,0,0.042440612959605516,24.36530729465824
29,1.609224258e-05,0.1609224258,0,0.04194609338563229,24.181504882251577
30,1.584059124e-05,0.1584059124,0,0.0412901381602631,24.043653072946583
31,1.529472039e-05,0.1529472039,0,0.039867269375085085,23.756461803561173
32,1.504501576e-05,0.1504501576,0,0.03921638845051946,23.57265939115451
33,1.008513155e-07,0.001008513155,0,0.00026287937663110124,6.456059735784033
34,8.3067025e-08,0.00083067025,0,0.00021652278547224408,6.39862148190695
35,6.77380673e-08,0.000677380673,0,0.00017656627301028695,6.341183228029868
36,0.0,0.0,0,0.0,3.1476163124641015
37,0.0,0.0,0,0.0,3.1476163124641015
38,0.0,0.0,0,0.0,3.1476163124641015
39,0.0,0.0,0,0.0,3.1476163124641015
40,0.0,0.0,0,0.0,3.1476163124641015
41,0.0,0.0,0,0.0,3.1476163124641015
42,0.0,0.0,0,0.0,3.1476163124641015
43,0.0,0.0,0,0.0,3.1476163124641015
44,8.496195057e-07,0.008496195057,24,0.0022146210480719053,8.190695002871912
45,1.018841614e-06,0.01018841614,0,0.00265571596211995,8.592762780011487
46,1.860274118e-05,0.1860274118,644,0.04848996744150667,26.053991958644456
47,1.849428107e-05,0.1849428107,0,0.04820725495565773,25.97357840321654
48,1.834037777e-05,0.1834037777,9,0.04780609009861162,25.82423894313613
49,1.813861331e-05,0.1813861331,24,0.04728017018167102,25.7323377369328
50,1.780149031e-05,0.1780149031,31,0.04640142424118791,25.514072372199887
51,1.760375978e-05,0.1760375978,10,0.045886019179690846,25.318782309017806
52,1.734306603e-05,0.1734306603,0,0.0452064939781418,25.192418150488226
53,1.70242712e-05,0.170242712,0,0.04437552230694314,24.905226881102816
54,1.625441524e-05,0.1625441524,11,0.0423688131841401,24.353819643882826
55,1.59434187e-05,0.159434187,0,0.04155816856176401,24.07811602527283
56,1.557471195e-05,0.1557471195,0,0.04059709631278893,23.905801263641585
57,1.515442779e-05,0.1515442779,0,0.039501582214227414,23.653072946582423
58,1.46881335e-05,0.146881335,81,0.038286137956766615,23.2854681217691
59,1.235095546e-07,0.001235095546,0,0.00032194041852863053,6.524985640436531
